Date,Time,Name,Amount,Location,Zip,Balance,Fraud
2012-01-15,18:49:00,Starbucks,-31.93,Orlando FL,32816,5920.71,0
2012-01-16,01:33:00,Panera,-41.39,Winter Park FL,32789,5879.32,0
2012-01-16,13:53:00,Starbucks,-36.7,Oviedo FL,32765,5842.62,0
2012-01-16,11:14:00,Movie Rental,-60.14,Oviedo FL,32765,5782.48,0
2012-01-16,04:44:00,Online,-793.66,London EN,96839,4988.82,1
2012-01-17,02:09:00,Qdoba,-26.51,Winter Park FL,32789,5755.97,0
2012-01-18,03:45:00,Smoothie King,-21.42,Orlando FL,32816,5734.55,0
2012-01-18,16:02:00,Smoothie King,-13.14,Orlando FL,32816,5721.41,0
2012-01-18,11:51:00,Concert Tickets,-25.69,Winter Park FL,32789,5695.72,0
2012-01-18,14:46:00,Walmart,-46.61,Orlando FL,32816,5649.11,0
2012-01-18,17:26:00,BP,-15.68,Winter Park FL,32789,5633.43,0
2012-01-19,13:03:00,Dollar Tree,-13.87,Oviedo FL,32765,5619.56,0
2012-01-19,11:11:00,Starbucks,-44.43,Winter Park FL,32789,5575.13,0
2012-01-20,01:32:00,Smoothie King,-44.86,Orlando FL,32816,5530.27,0
2012-01-20,00:26:00,Petco,-72.92,Winter Park FL,32789,5457.35,0
2012-01-20,01:43:00,Home Depot,-132.74,Winter Park FL,32789,5324.61,0
2012-01-21,07:14:00,McDonald's,-9.08,Orlando FL,32816,5315.53,0
2012-01-21,03:34:00,AutoZone,-67.66,Orlando FL,32816,5247.87,0
2012-01-21,07:47:00,Home Depot,-143.05,Oviedo FL,32765,5104.82,0
2012-01-23,02:22:00,Five Below,-7.55,Winter Park FL,32789,5097.27,0
2012-01-24,03:17:00,Publix,-112.55,Orlando FL,32816,4984.72,0
2012-01-24,05:10:00,Panera,-44.36,Winter Park FL,32789,4940.36,0
2012-01-24,14:45:00,Petco,-82.73,Orlando FL,32816,4857.63,0
2012-01-25,07:09:00,Walgreens,-13.67,Winter Park FL,32789,4843.96,0
2012-01-25,07:12:00,CVS,-10.16,Oviedo FL,32765,4833.8,0
2012-01-25,00:11:00,Subway,-18.49,Oviedo FL,32765,4815.31,0
2012-01-25,02:10:00,Shell,-13.35,Oviedo FL,32765,4801.96,0
2012-01-25,14:42:00,Take5,-176.07,Winter Park FL,32789,4625.89,0
2012-01-26,00:57:00,Petco,-22.12,Orlando FL,32816,4603.77,0
2012-01-28,00:06:00,CVS,-8.62,Winter Park FL,32789,4595.15,0
2012-01-28,14:28:00,Gamestop,-13.69,Oviedo FL,32765,4581.46,0
2012-01-29,08:00:00,Paycheck,3000.0,Oviedo FL,32765,7581.46,0
2012-01-29,09:38:00,Qdoba,-67.25,Oviedo FL,32765,7514.21,0
2012-01-29,10:50:00,CVS,-28.65,Oviedo FL,32765,7485.56,0
2012-01-29,02:38:00,Starbucks,-64.48,Orlando FL,32816,7421.08,0
2012-01-29,00:12:00,Concert Tickets,-74.03,Winter Park FL,32789,7347.05,0
2012-01-29,13:14:00,Panera,-17.49,Oviedo FL,32765,7329.56,0
2012-01-30,09:11:00,Chevron,-33.33,Winter Park FL,32789,7296.23,0
2012-01-30,02:43:00,Walgreens,-43.55,Oviedo FL,32765,7252.68,0
2012-01-31,09:38:00,Pep Boys,-105.01,Orlando FL,32816,7147.67,0
2012-01-31,04:47:00,Kroger,-60.42,Oviedo FL,32765,7087.25,0
2012-01-31,03:41:00,Starbucks,-41.09,Oviedo FL,32765,7046.16,0
2012-02-01,09:00:00,Rent,-1428.57,Oviedo FL,32765,5617.59,0
2012-02-01,09:00:00,Insurance,-200.0,Oviedo FL,32765,5417.59,0
2012-02-01,09:00:00,Car,-281.69,Oviedo FL,32765,5135.9,0
2012-02-01,09:00:00,Utilities,-142.86,Oviedo FL,32765,4993.04,0
2012-02-01,00:49:00,Petco,-90.6,Winter Park FL,32789,4902.44,0
2012-02-01,13:10:00,Panera,-30.92,Orlando FL,32816,4871.52,0
2012-02-02,10:31:00,Subway,-9.5,Winter Park FL,32789,4862.02,0
2012-02-02,11:05:00,Smoothie King,-30.7,Oviedo FL,32765,4831.32,0
2012-02-02,05:58:00,McDonald's,-32.74,Orlando FL,32816,4798.58,0
2012-02-03,01:29:00,CVS,-34.34,Orlando FL,32816,4764.24,0
2012-02-03,06:48:00,Starbucks,-31.49,Oviedo FL,32765,4732.75,0
2012-02-03,17:58:00,Panera,-28.68,Oviedo FL,32765,4704.07,0
2012-02-03,16:08:00,Best Buy,-31.47,Oviedo FL,32765,4672.6,0
2012-02-03,06:05:00,Trader Joe's,-70.04,Orlando FL,32816,4602.56,0
2012-02-04,05:00:00,Publix,-49.07,Oviedo FL,32765,4553.49,0
2012-02-04,01:43:00,Qdoba,-38.38,Orlando FL,32816,4515.11,0
2012-02-04,11:29:00,Starbucks,-42.46,Oviedo FL,32765,4472.65,0
2012-02-05,04:55:00,Movie Theater,-64.8,Oviedo FL,32765,4407.85,0
2012-02-05,06:03:00,CVS,-18.46,Winter Park FL,32789,4389.39,0
2012-02-05,07:46:00,Movie Rental,-39.43,Winter Park FL,32789,4349.96,0
2012-02-06,08:20:00,BP,-13.88,Winter Park FL,32789,4336.08,0
2012-02-06,12:21:00,Home Depot,-23.74,Oviedo FL,32765,4312.34,0
2012-02-06,07:46:00,Publix,-38.39,Oviedo FL,32765,4273.95,0
2012-02-06,14:46:00,McDonald's,-19.34,Winter Park FL,32789,4254.61,0
2012-02-06,14:50:00,BP,-16.41,Winter Park FL,32789,4238.2,0
2012-02-07,09:00:00,Spotify,-12.0,Oviedo FL,32765,4226.2,0
2012-02-07,09:00:00,Internet,-70.0,Oviedo FL,32765,4156.2,0
2012-02-07,09:00:00,Streaming,-23.81,Oviedo FL,32765,4132.39,0
2012-02-07,15:15:00,Petco,-97.55,Orlando FL,32816,4034.84,0
2012-02-07,13:31:00,Five Below,-12.51,Winter Park FL,32789,4022.33,0
2012-02-07,05:15:00,Concert Tickets,-34.97,Oviedo FL,32765,3987.36,0
2012-02-07,15:09:00,Home Depot,-136.03,Oviedo FL,32765,3851.33,0
2012-02-07,03:24:00,Petco,-90.57,Oviedo FL,32765,3760.76,0
2012-02-08,14:09:00,Starbucks,-20.56,Orlando FL,32816,3740.2,0
2012-02-08,18:59:00,Movie Theater,-17.03,Winter Park FL,32789,3723.17,0
2012-02-08,11:12:00,Walgreens,-43.29,Oviedo FL,32765,3679.88,0
2012-02-08,14:51:00,Concert Tickets,-29.54,Orlando FL,32816,3650.34,0
2012-02-09,01:49:00,Home Depot,-168.65,Orlando FL,32816,3481.69,0
2012-02-10,13:26:00,Panera,-10.54,Oviedo FL,32765,3471.15,0
2012-02-10,07:55:00,BP,-11.93,Winter Park FL,32789,3459.22,0
2012-02-10,04:02:00,Petco,-110.05,Orlando FL,32816,3349.17,0
2012-02-10,14:06:00,Five Below,-21.43,Winter Park FL,32789,3327.74,0
2012-02-10,02:24:00,7-Eleven,-23.4,Winter Park FL,32789,3304.34,0
2012-02-11,13:17:00,Amazon,-77.27,Orlando FL,32816,3227.07,0
2012-02-11,05:15:00,Subway,-33.39,Winter Park FL,32789,3193.68,0
2012-02-11,09:59:00,Midas,-207.46,Oviedo FL,32765,2986.22,0
2012-02-12,08:00:00,Paycheck,3000.0,Oviedo FL,32765,5986.22,0
2012-02-12,15:58:00,Exxon,-13.84,Winter Park FL,32789,5972.38,0
2012-02-12,13:19:00,McDonald's,-34.29,Orlando FL,32816,5938.09,0
2012-02-12,04:11:00,Subway,-23.97,Winter Park FL,32789,5914.12,0
2012-02-12,11:38:00,Lowes Foods,-63.37,Oviedo FL,32765,5850.75,0
2012-02-13,11:05:00,Petco,-160.34,Winter Park FL,32789,5690.41,0
2012-02-13,10:34:00,Publix,-59.9,Winter Park FL,32789,5630.51,0
2012-02-14,09:02:00,Movie Theater,-44.56,Oviedo FL,32765,5585.95,0
2012-02-14,17:39:00,Lowes Foods,-93.88,Orlando FL,32816,5492.07,0
2012-02-15,14:41:00,Panera,-25.39,Winter Park FL,32789,5466.68,0
2012-02-15,10:29:00,Take5,-205.06,Orlando FL,32816,5261.62,0
2012-02-16,07:01:00,Trader Joe's,-93.41,Oviedo FL,32765,5168.21,0
2012-02-16,01:19:00,Qdoba,-41.72,Winter Park FL,32789,5126.49,0
2012-02-18,01:39:00,Lowes Foods,-59.47,Oviedo FL,32765,5067.02,0
2012-02-19,01:22:00,Publix,-80.25,Winter Park FL,32789,4986.77,0
2012-02-19,16:03:00,Dollar Tree,-20.47,Oviedo FL,32765,4966.3,0
2012-02-19,10:24:00,Five Below,-27.05,Oviedo FL,32765,4939.25,0
2012-02-20,09:20:00,Panera,-25.51,Orlando FL,32816,4913.74,0
2012-02-20,13:57:00,Disney World,-49.0,Oviedo FL,32765,4864.74,0
2012-02-21,12:38:00,Smoothie King,-8.98,Oviedo FL,32765,4855.76,0
2012-02-21,04:33:00,Pep Boys,-94.58,Orlando FL,32816,4761.18,0
2012-02-22,16:05:00,7-Eleven,-26.22,Oviedo FL,32765,4734.96,0
2012-02-22,12:47:00,Starbucks,-13.16,Orlando FL,32816,4721.8,0
2012-02-22,03:28:00,Qdoba,-15.74,Winter Park FL,32789,4706.06,0
2012-02-22,02:51:00,Shell,-18.61,Oviedo FL,32765,4687.45,0
2012-02-23,07:25:00,Lowes Foods,-65.77,Winter Park FL,32789,4621.68,0
2012-02-23,00:10:00,Petco,-111.37,Orlando FL,32816,4510.31,0
2012-02-23,03:42:00,7-Eleven,-29.5,Orlando FL,32816,4480.81,0
2012-02-23,03:02:00,Starbucks,-27.92,Oviedo FL,32765,4452.89,0
2012-02-24,05:38:00,Kroger,-63.09,Winter Park FL,32789,4389.8,0
2012-02-24,18:40:00,Subway,-7.72,Orlando FL,32816,4382.08,0
2012-02-24,10:50:00,Panera,-12.06,Oviedo FL,32765,4370.02,0
2012-02-24,14:59:00,Starbucks,-16.77,Oviedo FL,32765,4353.25,0
2012-02-24,07:53:00,Smoothie King,-29.66,Winter Park FL,32789,4323.59,0
2012-02-25,18:08:00,Panera,-12.44,Winter Park FL,32789,4311.15,0
2012-02-25,10:35:00,Take5,-202.06,Winter Park FL,32789,4109.09,0
2012-02-25,03:25:00,7-Eleven,-25.49,Winter Park FL,32789,4083.6,0
2012-02-25,11:08:00,Panera,-9.57,Orlando FL,32816,4074.03,0
2012-02-26,08:00:00,Paycheck,3000.0,Oviedo FL,32765,7074.03,0
2012-02-26,17:22:00,Pep Boys,-269.63,Winter Park FL,32789,6804.4,0
2012-02-26,05:28:00,Target,-61.01,Oviedo FL,32765,6743.39,0
2012-02-26,11:43:00,Take5,-220.48,Orlando FL,32816,6522.91,0
2012-02-27,17:21:00,Qdoba,-46.48,Orlando FL,32816,6476.43,0
2012-02-27,13:27:00,Lowes Foods,-133.94,Winter Park FL,32789,6342.49,0
2012-02-27,10:49:00,Walgreens,-15.92,Oviedo FL,32765,6326.57,0
2012-02-27,07:55:00,Subway,-62.96,Orlando FL,32816,6263.61,0
2012-02-28,02:18:00,Publix,-161.02,Orlando FL,32816,6102.59,0
2012-02-28,17:51:00,Starbucks,-64.68,Oviedo FL,32765,6037.91,0
2012-02-29,03:58:00,Panera,-19.05,Orlando FL,32816,6018.86,0
2012-02-29,09:52:00,Panera,-21.43,Winter Park FL,32789,5997.43,0
2012-02-29,00:18:00,Panera,-9.71,Winter Park FL,32789,5987.72,0
2012-02-29,15:10:00,Wawa,-16.19,Orlando FL,32816,5971.53,0
2012-02-29,07:02:00,CVS,-47.54,Orlando FL,32816,5923.99,0
2012-02-29,00:55:00,Valley,-1201.79,London EN,98803,4722.2,1
2012-03-01,09:00:00,Rent,-1428.57,Oviedo FL,32765,4495.42,0
2012-03-01,09:00:00,Insurance,-200.0,Oviedo FL,32765,4295.42,0
2012-03-01,09:00:00,Car,-281.69,Oviedo FL,32765,4013.73,0
2012-03-01,09:00:00,Utilities,-142.86,Oviedo FL,32765,3870.87,0
2012-03-01,03:04:00,Qdoba,-12.28,Winter Park FL,32789,3858.59,0
2012-03-01,07:10:00,Movie Theater,-31.27,Orlando FL,32816,3827.32,0
2012-03-01,06:55:00,7-Eleven,-20.03,Winter Park FL,32789,3807.29,0
2012-03-01,05:28:00,ComputerPart,-1066.22,London EN,84140,2741.07,1
2012-03-02,05:22:00,Subway,-38.39,Winter Park FL,32789,3768.9,0
2012-03-03,16:49:00,Starbucks,-15.2,Winter Park FL,32789,3753.7,0
2012-03-03,03:07:00,Gamestop,-21.17,Orlando FL,32816,3732.53,0
2012-03-03,12:13:00,Starbucks,-21.83,Oviedo FL,32765,3710.7,0
2012-03-03,00:55:00,Best Buy,-45.23,Winter Park FL,32789,3665.47,0
2012-03-03,16:00:00,Movie Rental,-63.03,Orlando FL,32816,3602.44,0
2012-03-04,05:49:00,Exxon,-13.92,Winter Park FL,32789,3588.52,0
2012-03-04,13:30:00,Concert Tickets,-67.4,Orlando FL,32816,3521.12,0
2012-03-04,06:21:00,Movie Rental,-54.49,Orlando FL,32816,3466.63,0
2012-03-04,08:21:00,Qdoba,-35.34,Oviedo FL,32765,3431.29,0
2012-03-04,16:53:00,Qdoba,-18.95,Winter Park FL,32789,3412.34,0
2012-03-04,00:25:00,ComputerPart,-553.08,Mexico City MC,22972,2859.26,1
2012-03-05,01:44:00,Starbucks,-40.29,Oviedo FL,32765,3372.05,0
2012-03-05,14:47:00,Wawa,-28.08,Winter Park FL,32789,3343.97,0
2012-03-06,01:49:00,Movie Theater,-42.21,Orlando FL,32816,3301.76,0
2012-03-06,03:21:00,Walmart,-52.28,Winter Park FL,32789,3249.48,0
2012-03-06,15:21:00,Amazon,-121.19,Orlando FL,32816,3128.29,0
2012-03-06,17:58:00,Movie Rental,-11.48,Oviedo FL,32765,3116.81,0
2012-03-07,09:00:00,Spotify,-12.0,Oviedo FL,32765,3104.81,0
2012-03-07,09:00:00,Internet,-70.0,Oviedo FL,32765,3034.81,0
2012-03-07,09:00:00,Streaming,-23.81,Oviedo FL,32765,3011.0,0
2012-03-07,13:10:00,CVS,-18.79,Oviedo FL,32765,2992.21,0
2012-03-07,14:07:00,CVS,-36.63,Orlando FL,32816,2955.58,0
2012-03-07,10:50:00,Whole Foods,-82.83,Oviedo FL,32765,2872.75,0
2012-03-07,01:53:00,Online,-161.33,London EN,94704,2711.42,1
2012-03-08,04:32:00,Target,-55.94,Orlando FL,32816,2816.81,0
2012-03-08,05:11:00,Kroger,-107.3,Orlando FL,32816,2709.51,0
2012-03-08,11:22:00,Qdoba,-39.75,Oviedo FL,32765,2669.76,0
2012-03-08,09:36:00,Petco,-55.44,Oviedo FL,32765,2614.32,0
2012-03-09,15:10:00,Walgreens,-32.01,Oviedo FL,32765,2582.31,0
2012-03-09,11:15:00,Publix,-82.15,Winter Park FL,32789,2500.16,0
2012-03-10,15:05:00,Disney World,-24.92,Oviedo FL,32765,2475.24,0
2012-03-11,08:00:00,Paycheck,3000.0,Oviedo FL,32765,5475.24,0
2012-03-11,18:34:00,Lowes Foods,-98.93,Orlando FL,32816,5376.31,0
2012-03-11,03:05:00,BP,-18.16,Winter Park FL,32789,5358.15,0
2012-03-13,06:29:00,McDonald's,-24.83,Oviedo FL,32765,5333.32,0
2012-03-13,18:52:00,Walgreens,-45.36,Winter Park FL,32789,5287.96,0
2012-03-13,14:23:00,Exxon,-25.19,Winter Park FL,32789,5262.77,0
2012-03-13,17:57:00,Movie Rental,-42.59,Winter Park FL,32789,5220.18,0
2012-03-13,05:11:00,Paypal,-830.06,Charleston SC,50357,4390.12,1
2012-03-14,11:49:00,Subway,-12.83,Orlando FL,32816,5207.35,0
2012-03-15,05:35:00,Trader Joe's,-97.34,Orlando FL,32816,5110.01,0
2012-03-16,11:57:00,Walmart,-52.69,Oviedo FL,32765,5057.32,0
2012-03-16,01:46:00,Panera,-24.03,Orlando FL,32816,5033.29,0
2012-03-16,11:42:00,Dollar Tree,-35.81,Orlando FL,32816,4997.48,0
2012-03-16,14:42:00,Subway,-40.16,Winter Park FL,32789,4957.32,0
2012-03-17,08:59:00,Walmart,-146.7,Oviedo FL,32765,4810.62,0
2012-03-17,16:05:00,Trader Joe's,-50.04,Orlando FL,32816,4760.58,0
2012-03-18,00:47:00,Subway,-41.92,Winter Park FL,32789,4718.66,0
2012-03-18,05:30:00,ComputerPart,-1301.98,Mexico City MC,96474,3416.68,1
2012-03-19,12:24:00,Walmart,-112.09,Oviedo FL,32765,4606.57,0
2012-03-19,02:12:00,Five Below,-42.85,Orlando FL,32816,4563.72,0
2012-03-19,17:48:00,Midas,-180.64,Orlando FL,32816,4383.08,0
2012-03-21,04:55:00,Amazon,-40.78,Winter Park FL,32789,4342.3,0
2012-03-21,16:59:00,Best Buy,-23.65,Orlando FL,32816,4318.65,0
2012-03-21,01:48:00,Online,-656.77,Tokyo JP,32997,3661.88,1
2012-03-22,04:21:00,Starbucks,-19.38,Oviedo FL,32765,4299.27,0
2012-03-22,14:07:00,Lowes Foods,-87.08,Oviedo FL,32765,4212.19,0
2012-03-22,10:03:00,Panera,-33.39,Orlando FL,32816,4178.8,0
2012-03-22,18:15:00,Movie Rental,-44.77,Orlando FL,32816,4134.03,0
2012-03-23,13:49:00,Subway,-9.65,Orlando FL,32816,4124.38,0
2012-03-25,08:00:00,Paycheck,3000.0,Oviedo FL,32765,7124.38,0
2012-03-26,13:45:00,Movie Theater,-98.4,Winter Park FL,32789,7025.98,0
2012-03-26,05:02:00,Chevron,-36.12,Oviedo FL,32765,6989.86,0
2012-03-26,14:39:00,Disney World,-22.17,Oviedo FL,32765,6967.69,0
2012-03-26,07:52:00,CVS,-73.45,Oviedo FL,32765,6894.24,0
2012-03-27,14:11:00,McDonald's,-31.06,Orlando FL,32816,6863.18,0
2012-03-27,06:46:00,Panera,-58.55,Winter Park FL,32789,6804.63,0
2012-03-27,03:53:00,Whole Foods,-123.19,Oviedo FL,32765,6681.44,0
2012-03-27,06:28:00,Starbucks,-57.43,Oviedo FL,32765,6624.01,0
2012-03-27,12:53:00,Concert Tickets,-44.43,Winter Park FL,32789,6579.58,0
2012-03-28,04:06:00,Panera,-35.97,Orlando FL,32816,6543.61,0
2012-03-28,18:42:00,Trader Joe's,-158.62,Oviedo FL,32765,6384.99,0
2012-03-28,04:21:00,Gamestop,-82.9,Orlando FL,32816,6302.09,0
2012-03-29,15:28:00,Valvoline,-134.23,Oviedo FL,32765,6167.86,0
2012-03-30,02:46:00,Home Depot,-177.52,Orlando FL,32816,5990.34,0
2012-03-30,02:26:00,Subway,-24.91,Orlando FL,32816,5965.43,0
2012-03-30,11:49:00,BP,-31.85,Oviedo FL,32765,5933.58,0
2012-03-31,09:38:00,Panera,-35.05,Winter Park FL,32789,5898.53,0
2012-03-31,16:52:00,Walmart,-68.74,Oviedo FL,32765,5829.79,0
2012-04-01,09:00:00,Rent,-1428.57,Oviedo FL,32765,4401.22,0
2012-04-01,09:00:00,Insurance,-200.0,Oviedo FL,32765,4201.22,0
2012-04-01,09:00:00,Car,-281.69,Oviedo FL,32765,3919.53,0
2012-04-01,09:00:00,Utilities,-142.86,Oviedo FL,32765,3776.67,0
2012-04-02,12:39:00,Walgreens,-39.57,Winter Park FL,32789,3737.1,0
2012-04-02,04:25:00,Best Buy,-97.59,Winter Park FL,32789,3639.51,0
2012-04-03,01:31:00,Kroger,-110.39,Oviedo FL,32765,3529.12,0
2012-04-03,10:42:00,7-Eleven,-15.58,Orlando FL,32816,3513.54,0
2012-04-03,09:55:00,Smoothie King,-36.2,Orlando FL,32816,3477.34,0
2012-04-03,04:16:00,Online,-1433.25,Mexico City MC,79393,2044.09,1
2012-04-04,13:54:00,Subway,-18.11,Winter Park FL,32789,3459.23,0
2012-04-04,13:02:00,Midas,-176.99,Oviedo FL,32765,3282.24,0
2012-04-04,11:03:00,Petco,-19.47,Winter Park FL,32789,3262.77,0
2012-04-04,09:55:00,Whole Foods,-53.35,Orlando FL,32816,3209.42,0
2012-04-05,10:51:00,Subway,-28.64,Oviedo FL,32765,3180.78,0
2012-04-05,04:50:00,Movie Rental,-41.43,Oviedo FL,32765,3139.35,0
2012-04-05,02:21:00,Wawa,-20.55,Orlando FL,32816,3118.8,0
2012-04-05,01:02:00,Unknown,-1188.3,Anchorage AL,96793,1930.5,1
2012-04-06,03:16:00,Trader Joe's,-72.46,Orlando FL,32816,3046.34,0
2012-04-06,07:40:00,Qdoba,-12.06,Winter Park FL,32789,3034.28,0
2012-04-06,17:51:00,Qdoba,-15.44,Winter Park FL,32789,3018.84,0
2012-04-06,04:46:00,Smoothie King,-44.74,Orlando FL,32816,2974.1,0
2012-04-06,16:22:00,Target,-15.23,Winter Park FL,32789,2958.87,0
2012-04-06,04:26:00,Online,-1670.56,Groton CT,76115,1288.31,1
2012-04-07,09:00:00,Spotify,-12.0,Oviedo FL,32765,2946.87,0
2012-04-07,09:00:00,Internet,-70.0,Oviedo FL,32765,2876.87,0
2012-04-07,09:00:00,Streaming,-23.81,Oviedo FL,32765,2853.06,0
2012-04-07,08:31:00,Dollar Tree,-37.31,Oviedo FL,32765,2815.75,0
2012-04-07,02:41:00,McDonald's,-13.36,Oviedo FL,32765,2802.39,0
2012-04-07,08:11:00,Qdoba,-19.92,Oviedo FL,32765,2782.47,0
2012-04-08,08:00:00,Paycheck,3000.0,Oviedo FL,32765,5782.47,0
2012-04-08,07:13:00,Qdoba,-34.37,Orlando FL,32816,5748.1,0
2012-04-08,11:04:00,Amazon,-136.38,Winter Park FL,32789,5611.72,0
2012-04-09,01:54:00,Exxon,-26.83,Orlando FL,32816,5584.89,0
2012-04-09,13:33:00,CVS,-9.43,Orlando FL,32816,5575.46,0
2012-04-09,12:59:00,Exxon,-33.65,Winter Park FL,32789,5541.81,0
2012-04-09,09:00:00,Qdoba,-25.35,Winter Park FL,32789,5516.46,0
2012-04-09,13:33:00,Publix,-47.44,Orlando FL,32816,5469.02,0
2012-04-10,02:56:00,Trader Joe's,-59.13,Orlando FL,32816,5409.89,0
2012-04-10,02:28:00,Paypal,-1195.68,Pittsburgh PA,13242,4214.21,1
2012-04-11,08:15:00,Publix,-67.58,Orlando FL,32816,5342.31,0
2012-04-11,03:44:00,Smoothie King,-6.01,Oviedo FL,32765,5336.3,0
2012-04-12,15:31:00,Shell,-30.85,Winter Park FL,32789,5305.45,0
2012-04-12,18:13:00,Chevron,-27.71,Oviedo FL,32765,5277.74,0
2012-04-12,04:03:00,Trader Joe's,-61.37,Orlando FL,32816,5216.37,0
2012-04-12,03:30:00,Five Below,-14.73,Winter Park FL,32789,5201.64,0
2012-04-12,00:39:00,Paypal,-987.51,Honolulu HI,78369,4214.13,1
2012-04-13,04:46:00,Smoothie King,-28.63,Winter Park FL,32789,5173.01,0
2012-04-13,03:18:00,Paypal,-1499.59,Mexico City MC,24886,3673.42,1
2012-04-15,09:02:00,CVS,-19.23,Orlando FL,32816,5153.78,0
2012-04-15,02:04:00,Starbucks,-36.85,Oviedo FL,32765,5116.93,0
2012-04-15,14:28:00,Subway,-30.86,Orlando FL,32816,5086.07,0
2012-04-18,02:49:00,Home Depot,-126.48,Orlando FL,32816,4959.59,0
2012-04-18,05:14:00,Smoothie King,-25.89,Oviedo FL,32765,4933.7,0
2012-04-18,09:05:00,Movie Rental,-48.46,Orlando FL,32816,4885.24,0
2012-04-18,08:18:00,Midas,-172.85,Oviedo FL,32765,4712.39,0
2012-04-19,05:10:00,Lowes Foods,-71.34,Oviedo FL,32765,4641.05,0
2012-04-19,08:43:00,Exxon,-12.78,Winter Park FL,32789,4628.27,0
2012-04-19,02:46:00,Panera,-35.84,Orlando FL,32816,4592.43,0
2012-04-20,01:43:00,Concert Tickets,-17.3,Winter Park FL,32789,4575.13,0
2012-04-20,11:12:00,Chevron,-33.71,Orlando FL,32816,4541.42,0
2012-04-22,08:00:00,Paycheck,3000.0,Oviedo FL,32765,7541.42,0
2012-04-22,08:46:00,Walmart,-58.9,Winter Park FL,32789,7482.52,0
2012-04-22,14:33:00,Best Buy,-181.15,Winter Park FL,32789,7301.37,0
2012-04-22,10:32:00,Smoothie King,-58.23,Winter Park FL,32789,7243.14,0
2012-04-22,10:49:00,Pep Boys,-162.71,Oviedo FL,32765,7080.43,0
2012-04-23,08:37:00,Gamestop,-31.45,Oviedo FL,32765,7048.98,0
2012-04-23,00:20:00,Starbucks,-57.36,Winter Park FL,32789,6991.62,0
